,order_id,plu_id,plu_hierarchy_lvl_2_desc,plu_hierarchy_lvl_3_desc
1987041,811108139,3994290,Молочная гастрономия,Традиц.кислом.прод-ия
1613981,793330116,3129175,Овощи - Фрукты,Овощи/Зелень
2328049,818014573,3387522,Бакалея (Food),Масло растительное
1378982,745668502,3500750,Сопутствующие товары (Food),"Моющие,чистящие средства"
999192,726165827,4328123,Замороженные продукты,Замороженные полуфабрикаты
2343866,850562241,4293201,"Соки, воды, пиво","Напитки, квас, тоник"
1666513,746168390,4058678,Сопутствующие товары (Food),Целлюлозная и ватная продукция
619688,714982046,4263503,Сопутствующие товары (Food),"Моющие,чистящие средства"
1013710,733037921,4279815,Бакалея (Food),Соусы
1388786,757968425,4156453,Молочная гастрономия,Молоко
341074,656592336,3638992,Молочная гастрономия,Соврем.кислом.прод-ия
1428956,786622728,4199268,Молочная гастрономия,Яйцо
1192580,728661092,3922314,Молочная гастрономия,Молоко
894185,693271732,4175216,Мясная гастрономия,Колбасные изделия
2388079,845315304,3470274,Овощи - Фрукты,Фрукты/Экзотика
1984521,896184081,3681574,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
299113,679515225,4113680,Мясо и мясные изделия,Мясо и П/Ф охлажденые
1220793,768723932,4268144,Товары для животных,Товары для кошек
1259682,776846411,4324677,"Соки, воды, пиво","Соки, нектары"
26166,668507520,3464249,Кондитерские изделия (Food),Чипсы
1003489,707311717,4047772,Молочная гастрономия,Молоко
1773133,825007956,3965697,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
333786,645885679,4260437,"Готовая кулинария, салаты",Гот.блюда охл.ПРИСТ
1819870,819725050,3648084,Овощи - Фрукты,Овощи/Грибы
1467423,767487910,3373718,"Соки, воды, пиво",Вода
1183912,695560447,3630603,"Соки, воды, пиво",Вода
149766,680283976,4121592,Молочная гастрономия,Традиц.кислом.прод-ия
661777,686730978,2050952,Сопутствующие товары (Food),Средства для ухода за бельем и одеждой
1781186,847633602,4337450,Молочная гастрономия,Сыры
941290,696019515,4231012,Мясная гастрономия,Колбасные изделия
11828,678657610,3392757,"Соки, воды, пиво","Напитки, квас, тоник"
905256,708107104,4056932,Птица и изделия из птицы,Птица и П/Ф охлажденые
402041,669386540,3632838,Кондитерские изделия (Food),"Печенье, крекер"
549820,655205279,3219701,Овощи - Фрукты,Овощи/Грибы
1642913,774457913,3439471,Молочная гастрономия,Молоко
1791671,817481174,3628395,Молочная гастрономия,Традиц.кислом.прод-ия
557441,663227944,3670037,Замороженные продукты,Замороженная плодоовощная продукция
937697,701166862,76432,Овощи - Фрукты,Овощи/Зелень
1837782,889616444,4006327,Рыбная гастрономия,Пресервы
1528746,752289566,4342589,Товары спец.акций_2,Товары спец.акций_3
1614281,780399277,53019,Бакалея (Food),Продукция быстрого приготовления
160187,680692495,4102653,Молочная гастрономия,Сыры
186099,662972127,3407477,Молочная гастрономия,Традиц.кислом.прод-ия
1309018,750767556,70709,Молочная гастрономия,Молоко
1105654,721365057,516,Овощи - Фрукты,Фрукты/Ягоды
42331,657166394,4009059,Корма для животных,Корма для кошек
1880431,874932220,4363779,Овощи - Фрукты,Овощи/Грибы
1938545,891835396,3366852,Молочная гастрономия,Соврем.кислом.прод-ия
264038,644038297,4214722,Птица и изделия из птицы,Птица и П/Ф охлажденые
547305,656575023,3357066,Овощи - Фрукты,Овощи/Грибы
1354401,787163603,15507,Бакалея (Food),Чай
357515,656470727,807,Овощи - Фрукты,Фрукты/Ягоды
986455,713895054,43347,Овощи - Фрукты,Овощи/Грибы
892822,709561736,3692541,Бакалея (Food),Консервы овощные
474384,659295045,1564,Овощи - Фрукты,Овощи/Грибы
651598,717697278,2170344,Сопутствующие товары (Food),Целлюлозная и ватная продукция
465721,652329900,3465884,"Соки, воды, пиво",Вода
2120396,865065390,3698912,Молочная гастрономия,Масложировые продукты
1571318,788386659,3062836,Молочная гастрономия,Яйцо
1886089,806398902,4214056,Детское питание (Food),"Детские соки, чай, вода"
1192102,729133245,4109510,Кондитерские изделия (Food),"Шоколад, батончики"
